"STN
Code",Type Water Body,State Name,"Temperature
?C (Min)","Temperature
?C (Max)",Dissolved Oxygen (mg/L) (Min),Dissolved Oxygen (mg/L) (Max),pH (Min),pH (Max),Conductivity (?mhos/cm) (Min),Conductivity (?mhos/cm) (Max),BOD (mg/L) (Min),BOD (mg/L) (Max),Nitrate N + Nitrite N(mg/L) (Min),Nitrate N + Nitrite N(mg/L) (Max),Fecal Coliform (MPN/100ml) (Min),Fecal Coliform (MPN/100ml) (Max),Total Coliform (MPN/100ml) (Min),Total Coliform (MPN/100ml) (Max),Predicted Water Quality
2846.0,1,16,20.0,28.0,6.2,7.8,7.0,7.6,80,175,2.9,3.6,,,2,15,15,50,Poor
2845.0,1,16,21.0,27.0,6.6,7.8,7.3,7.6,80,190,2.8,3.7,,,10,62,20,75,Poor
2839.0,1,16,21.0,28.0,6.7,7.7,7.1,7.6,80,350,3.2,3.6,,,10,30,30,95,Poor
3349.0,0,17,17.1,29.0,6.5,7.0,6.9,7.3,61,78,1.5,2.2,0.42,0.56,110,170,450,540,Poor
1459.0,0,17,12.0,21.0,6.8,7.6,6.9,7.3,37,70,1.4,1.9,0.32,0.52,10,17,130,170,Poor
1347.0,0,17,15.0,23.1,5.7,6.8,7.0,7.8,74,117,5.2,7.8,0.32,1.12,380,420,1100,1700,Poor
3347.0,0,17,15.0,23.0,5.5,6.8,7.1,7.8,73,105,4.8,7.5,0.35,1.02,310,410,830,1300,Poor
3346.0,0,17,14.0,23.1,4.5,5.9,7.2,7.9,77,250,6.0,9.0,0.32,1.22,350,520,920,2100,Poor
3348.0,0,17,15.0,23.2,5.6,6.6,6.8,7.8,69,130,5.3,7.0,0.32,0.66,340,460,940,1700,Poor
1348.0,0,17,14.0,26.0,6.0,7.8,7.0,7.8,110,145,2.1,3.6,0.32,0.79,70,120,350,490,Poor
3723.0,0,18,13.0,22.0,6.7,12.7,6.4,7.6,58,283,1.0,2.2,0.02,0.03,,,,,Poor
3722.0,1,18,16.0,29.0,4.1,9.5,6.6,7.8,234,422,1.2,3.2,0.03,0.12,,,,,Poor
3755.0,1,18,20.0,30.0,5.0,8.9,7.1,7.7,195,347,1.2,2.9,0.02,0.06,,,,,Poor
3743.0,2,18,17.0,22.0,6.8,9.2,6.7,7.8,34,379,1.0,2.6,0.02,0.03,,,,,Poor
2887.0,0,19,19.0,34.3,3.2,6.2,6.5,8.0,88,550,1.5,2.6,0.30,1.70,,,,,Poor
2886.0,0,19,19.0,41.0,1.4,6.8,2.0,7.8,72,250,1.3,2.8,0.60,1.60,,,,,Poor
3956.0,0,20,19.0,35.0,5.2,7.5,6.6,8.0,111,184,1.2,2.6,0.32,0.62,700,4900,2400,17000,Poor
3957.0,0,20,20.0,33.0,4.0,7.7,6.5,8.2,96,223,1.1,2.2,0.32,1.15,130,2300,790,9200,Poor
3955.0,0,20,20.0,34.0,6.2,7.8,6.5,8.5,102,181,1.1,1.9,0.32,1.02,130,3500,490,16000,Poor
2438.0,0,20,20.0,32.0,5.8,7.8,6.9,8.4,117,259,1.1,2.3,0.32,1.22,220,1700,1300,4700,Poor
3953.0,0,20,14.0,32.0,5.6,11.0,6.9,8.5,106,40520,1.3,2.7,0.32,1.66,2,2300,2,4900,Poor
2437.0,0,20,20.0,32.0,5.8,9.6,6.9,8.4,2930,42780,1.2,1.9,0.35,1.59,2,1700,20,3500,Poor
3954.0,0,20,13.0,30.0,3.0,11.5,7.9,8.5,147,945,1.9,6.0,0.32,2.12,110,1700,460,3500,Poor
2431.0,1,20,22.0,33.0,4.1,9.1,6.5,8.0,236,420,1.1,2.8,0.32,1.52,2,24000,170,54000,Poor
2434.0,1,20,25.0,34.0,2.0,11.9,7.6,9.4,283,561,3.8,5.7,0.32,1.72,20,35000,45,54000,Poor
3962.0,1,20,12.0,29.0,5.7,6.4,7.1,7.6,216,402,1.4,2.7,0.32,1.84,140,160000,490,160000,Poor
2433.0,1,20,25.0,34.0,3.2,12.5,7.4,9.4,380,688,3.4,8.3,0.35,8.62,45,13000,45,24000,Poor
2432.0,1,20,25.0,34.0,4.2,15.7,7.7,9.5,356,961,3.6,8.2,0.32,2.92,130,1300,490,9200,Poor
2436.0,1,20,25.0,35.0,2.1,11.1,6.9,9.3,332,599,3.3,12.0,0.32,3.46,45,2400,130,5400,Poor
3963.0,1,20,22.0,26.0,2.8,12.6,7.3,8.4,392,1334,3.4,9.5,0.32,11.52,130,1300,490,2800,Poor
2435.0,1,20,23.0,35.0,3.3,15.6,7.5,9.3,298,745,3.6,8.0,0.32,13.34,45,2400,170,4300,Poor
1686.0,0,21,28.0,33.0,5.2,5.6,7.1,7.5,198,375,1.0,2.5,0.32,1.22,2,23,350,1600,Average
4634.0,0,21,29.0,33.0,6.7,14.1,7.6,9.1,570,1682,2.8,30.0,0.32,4.30,110,500,900,1600,Poor
1396.0,0,21,28.0,32.0,5.1,9.3,6.3,8.0,197,283,1.0,2.3,0.32,0.82,2,110,2,1600,Average
1297.0,0,22,15.0,29.0,6.7,9.0,7.6,8.1,207,295,1.0,2.7,0.60,2.90,320,1300,910,3300,Poor
1382.0,0,22,15.0,29.0,5.9,9.4,7.5,8.1,188,340,1.0,3.8,0.60,5.60,110,1700,490,4100,Poor
2912.0,0,22,7.0,37.0,7.0,8.2,7.5,8.3,135,234,1.0,1.0,0.30,0.70,20,40,79,140,Poor
1481.0,0,23,23.0,28.0,5.9,7.3,7.8,8.7,590,867,1.9,2.8,1.84,6.42,39,93,75,210,Average
2940.0,0,23,24.0,29.0,4.4,5.2,7.9,8.9,730,11113,1.8,4.1,3.09,8.22,150,460,460,1100,Poor
4178.0,0,23,20.0,28.0,4.9,5.8,7.6,8.5,480,1283,1.1,3.3,1.84,6.22,240,460,460,1100,Poor
2936.0,0,23,29.0,29.0,4.0,4.4,7.2,7.2,110,279,1.0,1.4,0.74,1.26,23,93,64,150,Average
2941.0,0,23,23.0,28.0,7.1,7.8,8.3,9.0,530,777,1.2,2.1,1.66,3.54,23,75,75,150,Poor
2942.0,0,23,24.0,28.0,7.2,7.8,8.4,8.9,520,665,1.3,2.4,1.42,3.37,39,75,64,150,Poor
2944.0,0,23,18.0,30.0,0.5,4.4,8.5,9.2,1210,2670,3.2,5.9,2.50,10.32,93,460,210,1100,Poor
2935.0,0,23,19.0,33.0,3.7,4.4,7.4,8.6,270,435,2.3,3.2,1.56,4.08,150,240,460,460,Poor
1714.0,0,23,21.0,26.0,6.9,9.0,7.3,8.5,270,408,1.0,2.1,0.64,2.61,23,93,64,150,Poor
2943.0,0,23,18.0,32.0,2.1,6.6,7.7,8.6,460,1177,2.1,4.1,1.82,7.84,150,460,240,1100,Poor
1716.0,0,23,14.0,25.5,4.4,6.7,7.6,8.3,230,420,1.3,3.4,1.37,3.84,64,150,120,210,Poor
4795.0,0,23,20.0,28.0,3.3,7.2,7.6,8.9,460,1154,2.0,3.9,1.78,3.53,75,240,150,460,Poor
1285.0,0,23,22.0,29.0,5.8,6.2,7.5,8.5,440,607,1.5,2.3,1.72,5.42,23,39,39,75,Average
1414.0,0,23,19.0,29.0,3.6,8.5,7.3,8.0,220,390,2.2,4.5,1.26,5.36,23,93,93,150,Poor
2938.0,0,23,17.0,26.0,5.2,7.7,8.2,8.9,460,790,1.5,2.6,1.12,3.53,23,150,93,240,Average
2939.0,0,23,17.0,27.0,4.6,7.2,8.3,9.3,450,771,1.2,2.6,1.43,4.68,75,240,120,460,Poor
2937.0,0,23,20.0,30.0,5.2,6.6,7.1,8.9,160,292,1.0,1.7,1.04,2.67,14,75,20,150,Average
4177.0,0,23,20.0,27.0,4.1,5.7,8.0,8.9,460,790,1.0,2.4,2.05,3.52,4,93,120,210,Average
1286.0,0,23,20.0,28.0,4.6,6.0,7.3,8.5,1170,1963,1.4,3.1,2.70,7.92,93,150,150,240,Poor
4179.0,1,23,23.0,27.0,7.1,7.9,7.2,8.4,380,532,1.4,2.4,1.56,3.69,23,64,64,120,Good
1420.0,0,24,17.0,28.0,6.0,7.0,6.7,7.5,96,147,2.0,3.0,0.32,0.95,14,36,25,96,Poor
3008.0,0,24,26.0,40.0,6.0,8.9,7.0,8.1,475,745,2.0,3.0,0.32,0.52,2,2,2,68,Good
3010.0,0,24,27.0,37.0,6.0,7.0,7.3,8.0,929,1410,2.0,4.0,0.32,0.62,2,78,4,230,Poor
3011.0,0,24,25.0,36.0,5.0,6.9,6.9,8.2,8330,59400,2.0,4.0,0.32,1.50,2,45,4,230,Poor
3009.0,0,24,25.0,33.0,5.1,7.1,6.6,8.0,432,660,2.0,4.0,0.32,0.62,2,20,2,200,Average
1421.0,0,24,17.0,31.0,5.7,7.2,6.1,7.1,339,492,1.0,4.5,0.32,0.33,38,120,120,330,Average
3007.0,0,24,23.0,30.0,6.0,6.4,6.8,7.9,349,684,1.0,3.0,0.32,0.82,23,46,58,120,Good
1452.0,0,24,20.0,30.0,5.3,7.0,6.0,7.8,242,371,1.0,2.2,0.32,0.33,31,120,110,260,Average
4823.0,2,24,25.0,39.0,5.0,6.7,6.8,7.4,946,2032,2.0,4.0,0.32,1.18,2,20,2,110,Poor
5052.0,0,25,20.0,24.0,0.3,4.4,6.6,8.4,659,1451,3.0,16.0,3.20,7.60,2,23,80,540,Poor
4676.0,0,25,28.0,29.0,0.3,1.3,7.1,8.1,1145,1680,5.8,16.0,2.70,24.70,14,58,240,430,Poor
5048.0,0,25,27.0,27.0,2.0,3.8,7.1,8.2,732,877,3.0,9.0,3.20,6.20,14,63,140,540,Poor
4682.0,0,25,27.0,29.0,0.7,4.1,7.1,8.5,655,1457,3.4,12.0,0.70,38.00,9,36,140,430,Poor
5040.0,0,25,28.0,32.0,0.3,0.3,7.0,7.9,995,1519,6.4,16.0,3.50,14.80,13,94,280,540,Poor
4690.0,0,25,23.0,30.0,0.3,4.1,7.3,8.4,688,1191,2.6,6.8,3.60,14.20,7,39,170,540,Poor
3074.0,0,25,20.0,28.0,0.3,0.3,6.7,7.9,783,1246,6.0,18.0,1.20,10.80,11,70,210,540,Poor
5035.0,0,25,23.0,30.0,0.3,2.0,7.1,8.5,1042,1318,4.0,12.0,4.60,12.40,21,63,280,920,Poor
4684.0,0,25,24.0,25.0,5.7,6.9,6.4,7.5,385,750,2.1,3.0,4.09,7.10,10,17,110,240,Average
5060.0,0,25,20.0,30.0,0.3,2.9,7.0,8.3,1024,1528,4.0,20.0,5.20,17.70,17,36,240,540,Poor
5051.0,0,25,27.0,29.0,0.3,3.9,7.0,8.3,1146,1888,2.1,14.0,2.10,12.80,11,63,170,540,Poor
,0,25,20.0,29.0,1.0,5.1,7.0,8.6,846,987,3.0,6.0,3.80,356.00,6,33,21,540,Poor
4668.0,0,25,28.0,30.0,0.3,2.2,7.2,8.2,1080,1732,6.0,12.0,2.20,18.00,21,63,280,540,Poor
5046.0,0,25,27.0,30.0,2.2,5.0,7.3,8.5,377,572,2.1,6.0,0.30,4.00,2,33,28,540,Poor
5039.0,0,25,22.0,30.0,0.3,3.8,7.1,8.2,1048,1821,3.2,18.0,0.30,16.80,13,79,94,540,Poor
3070.0,0,25,25.0,30.0,0.8,3.2,7.6,8.5,1042,1476,3.0,6.0,1.00,14.00,7,54,280,540,Poor
5059.0,0,25,20.0,32.0,0.3,4.1,7.1,8.4,999,1323,3.0,10.0,2.60,10.30,10,34,220,540,Poor
5062.0,0,25,20.0,30.0,0.3,3.9,7.0,8.5,830,1313,4.0,14.0,6.20,39.00,8,33,170,540,Poor
3073.0,0,25,21.0,30.0,0.3,0.3,7.1,8.4,961,1685,6.0,10.0,2.10,7.00,21,84,430,540,Poor
1789.0,0,25,20.0,29.0,4.9,6.2,7.3,8.1,388,526,2.1,2.6,0.30,1.20,2,4,2,110,Average
4679.0,0,25,28.0,35.0,0.3,0.9,7.0,8.4,1773,3194,6.0,22.0,5.20,29.00,26,120,350,920,Poor
1391.0,0,25,23.2,32.0,0.3,2.4,7.4,8.0,1044,1410,5.8,8.0,1.80,14.60,39,120,430,920,Poor
4686.0,0,25,25.0,25.0,5.9,6.8,6.5,7.3,394,914,2.1,3.6,3.11,7.15,10,25,120,280,Average
4699.0,0,25,20.0,35.0,2.9,5.0,7.2,8.3,378,671,2.1,4.0,0.30,2.40,8,34,110,280,Poor
5054.0,0,25,20.0,30.0,1.8,5.1,7.1,8.5,554,775,2.1,7.0,2.20,7.80,4,27,33,430,Poor
4705.0,0,25,27.0,29.0,0.3,0.9,7.3,8.5,1269,1942,6.0,14.0,7.20,27.00,21,63,350,540,Poor
5032.0,0,25,24.0,29.0,0.3,4.1,7.2,8.5,869,1366,3.0,10.0,1.80,12.00,11,49,130,430,Poor
5057.0,0,25,20.0,33.0,0.3,0.3,6.9,7.6,1045,1769,6.0,17.0,5.40,19.90,10,47,350,540,Poor
4235.0,0,25,28.0,35.0,1.8,4.4,7.0,8.4,715,1291,2.1,5.8,1.50,8.80,11,33,170,540,Poor
4680.0,0,25,28.0,29.0,5.0,6.6,6.9,8.4,124,211,2.1,2.6,0.30,0.80,2,2,4,32,Average
3071.0,0,25,20.0,30.0,0.3,1.0,7.2,8.2,870,1520,4.2,10.0,2.60,13.00,7,110,280,540,Poor
2340.0,0,25,21.0,30.0,3.1,5.4,7.5,8.3,1086,1744,2.4,5.4,0.40,4.50,3,22,150,350,Poor
4677.0,0,25,27.0,29.0,0.3,0.3,7.1,7.7,1488,1731,6.2,12.0,4.00,18.20,17,63,430,920,Poor
4701.0,0,25,20.0,27.0,0.3,3.2,6.9,8.5,940,1360,4.0,10.0,3.00,12.00,10,47,140,540,Poor
4670.0,0,25,28.0,35.0,2.8,5.8,6.7,8.0,520,1358,2.1,5.4,0.30,6.00,6,49,170,540,Poor
5047.0,0,25,28.0,28.0,0.8,5.1,6.7,7.8,543,882,2.1,8.0,1.80,11.60,11,33,210,540,Poor
4698.0,0,25,28.0,29.0,0.3,0.3,7.5,8.2,1481,1983,7.0,10.0,8.40,16.60,47,63,430,540,Poor
5049.0,0,25,27.0,28.0,1.3,4.2,7.2,8.2,685,1054,3.0,11.0,0.40,23.00,2,47,64,540,Poor
4672.0,0,25,20.0,31.0,0.9,3.8,7.2,8.4,809,1030,3.2,10.0,1.20,16.20,4,84,240,540,Poor
4673.0,0,25,18.0,29.0,0.3,3.0,6.7,8.4,682,1244,3.2,11.0,3.60,9.20,11,46,140,540,Poor
4674.0,0,25,24.0,29.0,2.0,3.8,7.4,8.4,742,1106,2.8,10.0,1.00,8.60,11,73,170,540,Poor
2341.0,0,25,24.0,31.0,0.3,2.9,7.2,8.1,1177,1398,2.2,8.0,1.20,6.40,4,84,280,430,Poor
5029.0,0,25,21.0,27.0,0.3,4.0,7.2,8.5,366,2188,2.1,18.0,1.70,9.90,9,63,79,430,Poor
5045.0,0,25,26.0,42.0,0.3,3.1,6.8,8.2,1072,1790,3.0,11.0,0.30,18.60,15,63,79,540,Poor
5043.0,0,25,27.0,28.0,0.3,2.0,7.1,8.0,1010,1358,5.0,13.0,0.30,12.60,21,63,430,920,Poor
4691.0,0,25,28.0,32.0,0.3,2.0,6.9,8.4,919,1632,5.8,12.0,1.00,13.50,17,84,240,540,Poor
5063.0,0,25,20.0,35.0,0.3,3.8,7.3,8.2,279,1102,2.1,32.0,2.20,6.00,4,21,280,430,Poor
4688.0,0,25,23.0,26.0,5.9,7.1,6.8,7.4,410,670,2.1,3.0,4.10,7.15,6,9,21,41,Average
5030.0,0,25,22.0,32.0,0.3,3.3,7.5,8.9,1112,1356,3.3,20.0,2.40,14.30,17,63,70,540,Poor
5056.0,0,25,20.0,27.0,0.3,4.0,7.1,8.6,828,1248,3.0,10.0,2.00,14.00,11,33,150,540,Poor
4229.0,0,25,26.0,35.0,0.3,2.7,7.2,8.5,1322,2186,6.0,12.0,3.80,35.00,17,84,140,920,Poor
2342.0,0,25,25.0,29.0,0.3,0.3,7.2,7.9,1384,2436,6.2,22.0,4.00,28.70,21,94,430,540,Poor
4696.0,0,25,26.0,28.0,0.3,0.3,7.2,8.1,1079,1803,6.0,12.0,3.00,26.00,8,63,210,540,Poor
4678.0,0,25,19.0,30.0,0.3,0.3,7.2,8.1,1193,1745,7.0,22.0,3.80,28.00,14,63,240,540,Poor
4693.0,0,25,19.0,32.0,0.3,2.6,7.1,7.7,737,1515,4.6,14.0,4.20,9.40,21,73,210,430,Poor
5041.0,0,25,27.0,32.0,0.3,2.2,7.1,8.6,1050,1579,4.0,22.0,1.20,11.20,21,77,280,540,Poor
4702.0,0,25,28.0,34.0,2.1,4.6,7.3,8.2,1130,1817,8.0,19.0,5.10,15.00,70,220,230,1600,Poor
4669.0,0,25,20.0,28.0,0.3,3.4,6.8,8.3,623,2440,3.5,14.0,3.60,12.40,17,94,170,540,Poor
4683.0,0,25,28.0,29.0,3.3,5.9,7.1,8.4,527,746,2.1,8.0,0.60,2.80,2,31,26,350,Poor
5061.0,0,25,20.0,27.0,0.3,3.2,7.1,8.3,717,1404,4.0,15.0,5.20,14.30,13,33,160,540,Poor
4681.0,0,25,27.0,28.0,4.8,6.5,7.5,8.5,136,458,2.1,2.8,0.30,0.80,2,2,10,39,Average
5053.0,0,25,30.0,35.0,0.3,2.4,7.2,8.5,487,868,3.0,6.0,1.00,13.00,8,33,170,540,Poor
3068.0,0,25,27.0,27.0,5.0,6.4,7.6,8.3,205,339,2.1,2.3,0.30,1.20,2,4,15,120,Average
4687.0,0,25,25.0,25.0,5.5,6.6,6.7,7.5,548,1072,2.4,5.0,5.18,10.17,14,31,170,350,Poor
5058.0,0,25,20.0,32.0,0.3,4.2,7.0,8.4,644,920,2.6,8.0,1.60,8.60,8,22,80,540,Poor
3072.0,0,25,21.0,30.0,0.3,1.6,7.1,8.3,1150,1865,6.0,13.0,2.20,12.00,17,84,350,540,Poor
5038.0,0,25,21.0,30.0,0.3,2.2,7.1,8.3,1224,2627,3.0,36.0,0.30,18.60,17,63,350,540,Poor
1788.0,0,25,24.0,35.0,0.3,1.2,7.2,8.3,944,1537,5.8,14.0,2.00,10.60,21,34,280,540,Poor
5033.0,0,25,22.0,30.0,0.3,0.3,7.0,8.1,840,1535,4.0,22.0,3.20,10.20,12,63,140,540,Poor
3069.0,0,25,22.0,29.0,5.2,6.1,7.4,8.4,498,622,2.1,2.8,0.30,2.40,2,12,27,280,Average
5034.0,0,25,24.0,30.0,1.2,5.9,7.4,8.5,634,1354,2.1,7.0,1.60,10.20,14,63,33,540,Poor
5044.0,0,25,28.0,41.0,0.3,1.0,7.1,7.8,944,1592,5.0,14.0,0.30,14.20,21,63,430,540,Poor
4685.0,0,25,24.0,25.0,5.8,6.7,6.9,7.4,418,838,2.1,3.4,4.13,7.13,12,27,130,280,Average
4667.0,0,25,23.0,33.0,0.3,1.0,6.9,7.9,977,2360,6.0,16.0,4.50,19.00,27,73,350,540,Poor
5037.0,0,25,29.0,38.0,0.3,0.3,7.1,8.4,1289,1558,6.0,12.0,0.30,14.20,21,33,430,540,Poor
4234.0,0,25,27.0,35.0,0.3,3.7,6.9,8.4,813,1020,2.1,8.0,0.30,7.40,7,57,120,430,Poor
5050.0,0,25,27.0,30.0,0.3,3.1,7.1,7.8,1312,1604,5.0,16.0,7.80,52.00,9,63,130,540,Poor
5042.0,0,25,27.0,28.0,0.3,3.0,7.0,8.1,1027,2250,5.8,20.0,0.60,37.00,27,63,220,920,Poor
5031.0,0,25,22.0,29.0,0.3,3.8,7.2,8.0,740,1352,4.0,19.0,0.90,8.60,2,57,220,920,Poor
3076.0,1,25,25.0,29.0,0.3,0.3,7.3,8.2,925,1500,7.8,12.0,2.00,6.40,33,79,350,430,Poor
2347.0,1,25,19.0,24.0,0.3,1.3,6.4,7.3,4750,15300,31.0,350.0,24.37,46.37,6,14,170,540,Poor
2346.0,1,25,27.0,28.0,4.1,5.9,7.6,8.5,537,901,2.1,4.0,0.80,2.20,2,27,11,220,Poor
2357.0,1,25,26.0,30.0,2.0,3.6,7.3,8.5,705,944,2.4,6.0,0.80,5.40,7,57,240,430,Poor
3077.0,1,25,21.0,29.0,0.6,3.2,7.0,8.3,1225,1609,3.2,8.0,1.00,4.60,15,53,210,540,Poor
4675.0,1,25,25.0,35.0,3.0,5.1,6.9,8.6,589,873,2.2,4.0,1.00,10.80,2,43,120,430,Poor
2344.0,1,25,26.0,28.0,0.3,1.2,7.4,8.3,1046,1753,6.0,10.0,0.30,4.80,21,47,430,540,Poor
4665.0,1,25,27.0,28.0,3.0,5.4,7.2,8.4,566,996,2.1,3.9,0.30,1.80,2,4,10,130,Poor
2359.0,1,25,26.0,30.0,0.3,1.2,7.2,8.5,1163,1665,6.0,12.0,2.40,26.00,33,63,430,920,Poor
4236.0,1,25,20.0,29.0,1.0,2.0,7.4,7.9,1144,1605,4.0,6.0,10.20,28.80,43,58,430,540,Poor
3078.0,1,25,25.0,29.0,0.3,1.8,7.2,8.0,1020,1505,4.2,15.0,1.60,9.00,4,47,350,540,Poor
3075.0,1,25,24.0,28.0,0.3,2.2,7.2,8.4,628,1679,4.0,11.0,1.10,7.60,11,63,350,540,Poor
2345.0,1,25,27.0,28.0,0.3,3.0,7.5,8.5,1450,7050,4.0,32.0,1.10,14.00,2,31,120,350,Poor
4238.0,2,25,24.0,26.0,5.0,6.0,6.5,7.5,998,1347,3.2,6.0,9.13,13.17,4,12,79,170,Poor
1464.0,2,25,18.0,22.0,5.0,6.2,7.1,7.5,598,1004,2.2,4.5,5.11,12.12,4,12,36,49,Poor
4703.0,2,25,26.0,33.0,0.3,0.3,7.0,8.4,1305,2234,7.4,19.0,2.80,23.00,25,84,350,920,Poor
3085.0,2,25,28.0,28.0,0.3,4.6,7.0,8.4,706,1355,3.8,18.0,1.40,12.00,13,47,110,540,Poor
4241.0,2,25,26.0,26.0,4.6,6.3,6.7,7.5,795,1687,3.2,6.0,10.10,15.13,4,11,49,140,Poor
1447.0,2,25,27.0,29.0,5.1,6.2,7.9,8.5,253,502,2.0,2.1,0.30,2.60,2,17,14,280,Average
4233.0,2,25,24.0,34.0,4.0,5.4,6.7,7.4,3530,5140,10.0,15.0,10.15,24.18,12,27,110,240,Poor
1780.0,2,25,19.0,24.0,5.0,6.2,6.8,7.5,1140,1802,5.2,8.0,9.13,14.20,4,10,70,140,Poor
4228.0,2,25,26.0,33.0,0.3,1.2,7.1,8.4,992,2097,5.6,20.0,2.40,14.60,11,63,350,540,Poor
4243.0,2,25,24.0,25.0,3.7,5.4,6.8,7.5,2186,5400,8.0,22.0,13.18,23.28,13,20,110,280,Poor
4225.0,2,25,22.0,30.0,3.6,6.0,7.3,8.2,471,1488,2.1,4.2,1.20,3.70,2,33,17,430,Poor
2348.0,2,25,20.0,25.0,4.0,5.6,7.0,7.3,1428,3964,5.0,10.0,12.20,21.15,2,8,39,63,Poor
4230.0,2,25,25.0,34.0,4.1,5.4,7.2,7.5,2248,4810,5.4,6.6,12.12,16.10,6,9,63,150,Poor
1783.0,2,25,19.0,23.0,5.0,6.2,6.6,7.6,1624,2895,5.4,9.5,13.10,26.10,2,8,38,84,Poor
4232.0,2,25,25.0,34.0,5.4,6.5,7.0,7.5,495,893,2.7,23.0,5.07,11.10,2,6,31,47,Poor
4248.0,2,25,27.0,28.0,1.5,4.0,6.8,8.4,788,1090,2.1,6.0,2.20,5.20,2,27,21,430,Poor
4242.0,2,25,25.0,26.0,4.3,5.8,7.0,7.4,585,1439,4.0,6.0,3.10,14.17,4,9,43,94,Poor
4700.0,2,25,28.0,35.0,0.3,0.3,7.1,8.3,1244,1615,12.0,22.0,1.80,18.00,15,47,120,540,Poor
4239.0,2,25,24.0,25.0,5.0,6.3,6.8,7.5,570,1347,4.0,6.0,6.12,11.18,6,10,58,170,Poor
2358.0,2,25,25.0,27.0,0.3,0.3,7.0,8.2,1724,2496,7.6,18.0,0.70,14.60,17,94,350,540,Poor
4245.0,2,25,24.0,24.0,5.4,6.4,6.9,7.4,642,1457,2.1,5.0,6.10,12.13,6,12,47,70,Poor
4247.0,2,25,27.0,29.0,2.6,5.7,7.4,8.6,420,1221,2.1,4.0,0.60,6.80,7,34,150,350,Poor
4237.0,2,25,28.0,33.0,0.3,0.3,7.0,7.9,921,3030,6.0,14.0,2.50,31.80,17,33,280,1600,Poor
4240.0,2,25,24.0,26.0,4.5,6.2,6.8,7.5,420,1709,2.2,5.7,4.10,12.11,2,7,26,70,Poor
4704.0,2,25,27.0,35.0,0.3,4.6,6.9,8.4,427,1178,2.1,8.0,1.40,6.00,4,58,220,430,Poor
2343.0,2,25,24.0,29.0,0.3,2.6,7.4,8.4,1921,4320,5.2,26.0,2.40,12.00,4,21,280,540,Poor
4249.0,2,25,27.0,29.0,1.7,3.7,7.1,8.6,606,1306,2.1,10.0,0.40,5.60,2,27,120,430,Poor
4231.0,2,25,24.0,34.0,4.6,5.8,7.1,7.4,480,1325,2.5,4.0,4.10,10.20,2,9,27,47,Poor
4302.0,2,25,24.0,25.0,5.1,6.4,6.6,7.5,1023,1898,3.5,6.0,7.10,15.10,2,8,47,84,Poor
3086.0,2,25,18.0,23.0,5.2,6.6,6.8,7.5,689,1180,3.0,6.2,6.16,14.10,6,11,34,48,Poor
4689.0,2,25,23.0,29.0,1.8,6.6,6.7,8.5,344,820,2.1,8.0,0.80,8.10,7,27,150,430,Poor
3084.0,2,25,28.0,29.0,4.1,6.3,7.6,8.5,350,644,2.1,3.0,0.50,2.60,2,26,26,350,Average
4244.0,2,25,24.0,25.0,5.2,6.6,6.7,7.5,5,1437,2.2,5.0,9.10,15.15,8,12,43,84,Poor
3391.0,0,26,18.0,28.5,5.1,5.9,7.0,7.4,155,200,1.0,1.6,0.72,3.00,17,58,94,220,Average
4193.0,0,26,19.0,30.0,5.2,5.9,6.6,7.3,121,198,1.0,2.2,0.55,3.08,21,63,140,280,Average
1727.0,0,26,19.0,29.0,5.2,6.4,7.1,7.5,124,211,1.0,1.5,0.58,2.94,13,58,79,210,Average
4192.0,0,26,19.0,30.0,5.2,6.2,6.9,7.5,137,198,1.0,1.8,0.48,2.55,22,41,120,210,Average
4643.0,0,26,18.0,29.0,5.2,6.3,7.1,7.5,152,203,1.0,1.9,0.74,2.73,21,58,94,220,Average
4642.0,0,26,18.0,29.0,5.3,6.9,6.9,7.3,148,206,1.4,2.3,0.72,3.50,27,84,150,280,Average
4644.0,0,26,18.0,29.0,5.6,6.5,7.0,7.7,129,181,1.0,2.1,0.73,2.73,25,63,150,280,Average
1728.0,0,26,19.0,28.5,5.1,5.8,6.6,7.5,132,187,1.1,1.7,1.07,3.06,31,49,170,240,Average
3393.0,1,26,19.0,28.5,5.4,6.5,6.9,7.5,157,228,1.0,1.8,1.00,2.48,17,48,84,170,Average
4197.0,1,26,18.5,29.0,5.6,6.7,6.7,7.3,139,194,1.0,1.8,0.67,2.39,17,46,84,170,Average
4195.0,1,26,18.5,30.0,5.0,6.1,6.2,7.3,142,198,1.0,1.9,0.70,2.49,15,48,63,210,Average
3396.0,1,26,19.0,29.5,5.2,6.2,6.9,7.3,143,201,1.0,2.2,0.71,3.08,17,58,84,210,Average
3394.0,1,26,19.5,29.5,5.1,6.8,7.0,7.7,141,220,1.5,2.6,1.54,4.00,33,93,140,280,Average
4221.0,1,26,18.0,29.0,5.1,6.0,6.9,7.5,143,191,1.1,1.6,0.61,2.48,27,47,110,210,Average
4194.0,1,26,19.0,30.0,5.1,5.9,6.8,7.4,135,198,1.0,1.9,0.58,2.40,17,47,110,220,Average
3395.0,1,26,19.0,29.0,5.4,6.8,6.9,7.4,134,192,1.0,1.5,0.72,2.39,17,63,94,240,Average
4196.0,1,26,19.5,30.0,1.2,6.2,6.4,8.0,147,216,3.1,11.0,0.89,6.60,47,94,210,430,Poor
